,AAPL,MSFT,AMZN,FB,TSLA,JPM,NVDA,UNH,HD,ADBE
2965,135.39,268.077,3410.0,307.4,763.5,155.55,629.59,416.61,337.29,525.79
2966,139.0,268.372,3379.0,315.1,760.2,154.8,607.04,405.73,337.0,533.31
2967,138.56,274.187,3381.0,317.0,768.6,155.17,621.95,411.78,325.7,533.61
2968,138.33,271.155,3445.0,313.7,756.7,156.54,616.81,405.92,334.95,522.86
2969,138.49,263.022,3378.0,306.4,763.1,158.09,628.67,415.4,329.78,519.58
2970,138.35,263.335,3460.0,318.2,760.23,158.9,626.88,408.61,333.8,536.99
2971,135.43,270.635,3404.0,319.1,776.5,155.01,610.47,410.08,337.1,520.94
2972,139.691,264.518,3409.0,316.5,754.43,159.77,624.87,404.42,328.83,522.64
2973,134.42,265.841,3370.0,306.97,763.3,155.63,617.17,411.89,323.7,529.44
2974,135.001,270.322,3353.0,309.59,768.79,155.94,612.9,413.59,330.3,521.06
2975,137.531,266.107,3467.0,309.03,778.61,158.41,608.09,404.01,328.5,527.32
2976,135.358,274.3,3432.0,307.47,761.45,154.71,633.65,416.13,325.5,524.87
2977,135.141,271.355,3383.0,313.59,750.08,159.16,618.42,402.07,337.8,533.02
2978,137.928,266.336,3504.0,313.56,779.37,153.02,619.71,411.22,329.9,536.86
2979,137.835,262.059,3380.0,313.88,771.61,156.67,622.86,414.55,323.5,533.46
2980,136.178,273.792,3388.0,313.9,750.27,155.76,615.54,402.14,335.3,535.75
2981,139.187,265.711,3463.0,315.05,765.34,154.4,608.82,410.05,334.3,521.84
2982,140.651,262.859,3396.0,310.4,753.2,156.68,626.74,401.13,333.2,513.45
2983,134.512,262.79,3367.0,311.81,766.84,155.55,613.65,402.47,335.4,532.99
2984,138.915,263.241,3447.0,315.16,745.03,153.93,606.3,403.84,338.6,528.88
2985,135.641,269.729,3355.0,309.47,765.16,159.15,606.28,410.81,336.0,529.58
2986,136.976,273.207,3506.0,311.1,770.1,157.09,633.24,406.86,331.3,536.0
2987,138.154,273.257,3471.0,314.39,758.02,157.37,614.85,401.35,325.6,523.27
2988,136.634,264.786,3484.0,310.76,773.06,155.19,635.18,416.52,328.4,533.36
2989,140.682,271.01,3443.0,308.66,753.14,156.68,629.43,411.58,329.1,513.23
2990,135.146,262.713,3446.0,311.62,745.12,157.96,611.82,412.44,323.9,526.66
2991,138.636,265.677,3477.0,317.4,780.25,157.42,628.15,409.19,336.2,518.21
2992,140.726,271.623,3478.0,313.62,772.71,159.6,612.43,399.15,338.2,537.11
2993,138.426,262.136,3461.0,317.92,767.89,158.93,622.28,404.72,333.1,529.9
2994,135.369,271.647,3358.0,311.16,750.44,154.36,636.13,409.17,324.4,528.31
2995,136.187,269.704,3457.0,314.42,762.53,152.39,631.08,405.8,334.7,531.22
2996,135.76,270.35,3424.0,311.42,763.86,152.64,606.77,399.18,332.3,529.66
2997,135.41,273.58,3359.0,312.09,753.39,158.642,620.4,400.28,327.1,527.75
2998,134.43,265.34,3449.0,313.53,770.54,152.308,616.78,411.13,324.4,535.75
2999,134.56,262.64,3388.0,306.61,773.92,158.479,629.2,415.66,334.4,523.48
3000,134.36,263.32,3449.0,304.66,764.3,157.351,612.63,402.84,325.1,525.75
3001,135.47,265.37,3422.0,304.87,767.98,158.911,629.35,411.24,323.2,530.29
3002,138.61,271.74,3500.0,309.24,750.8,157.478,615.68,401.38,326.2,526.27
3003,135.73,274.43,3462.0,312.75,751.82,153.115,625.48,417.35,336.0,528.83
3004,134.75,267.82,3380.0,304.53,753.66,154.851,622.31,412.67,329.3,532.84
3005,137.89,266.08,3474.0,313.31,756.23,155.808,628.42,400.91,334.6,532.41
3006,137.63,262.67,3488.0,317.26,771.71,158.038,634.68,399.6,327.3,534.22
3007,140.06,269.65,3359.0,316.39,744.8,157.753,629.93,407.4,334.4,535.09
3008,138.71,269.32,3450.0,312.58,769.65,157.382,613.22,398.3,326.0,535.66
3009,135.48,271.61,3389.0,306.49,760.1,159.733,617.07,410.34,331.0,534.26
3010,139.29,268.66,3435.0,312.98,771.14,154.852,636.15,402.66,331.5,518.67
3011,135.79,270.68,3349.0,308.92,751.99,157.717,627.54,415.63,323.0,521.88
3012,137.9,272.45,3506.0,306.15,744.12,156.261,614.04,404.76,328.0,513.56
3013,139.57,273.78,3417.0,306.01,763.61,159.399,609.69,409.45,324.3,519.82
3014,139.89,268.13,3448.0,315.81,777.89,152.506,636.22,399.14,324.2,521.3
3015,134.78,264.76,3482.0,319.28,764.74,153.452,612.4,416.34,327.3,526.89
3016,139.46,271.76,3487.0,309.32,749.28,157.339,636.09,411.29,328.9,532.95
3017,139.31,262.73,3478.0,317.54,767.97,156.427,618.27,408.74,334.6,516.82
3018,134.28,262.78,3393.0,312.24,760.1,157.904,628.6,409.12,326.6,515.83
3019,138.31,270.41,3454.0,311.13,757.43,154.601,636.52,400.62,329.2,521.7
3020,136.3,264.88,3474.0,307.16,758.94,157.834,621.32,412.68,323.5,523.37
3021,140.4,270.57,3483.0,317.19,743.3,152.683,612.98,405.34,333.3,536.91
3022,140.74,265.55,3368.0,317.05,760.78,158.126,618.35,404.32,336.2,513.79
3023,139.42,272.93,3441.0,309.36,750.19,157.813,623.86,415.47,326.5,529.56
3024,134.58,274.15,3378.34,307.35,762.9,153.939,629.15,405.22,329.4,526.33
3025,140.3,269.38,3408.37,314.85,779.22,159.517,607.24,408.98,328.3,522.52
3026,135.69,266.24,3442.89,312.96,780.09,154.923,626.88,407.62,329.5,512.01
3027,138.03,269.3,3405.95,304.67,759.79,152.485,610.44,401.83,332.6,515.62
3028,138.19,273.0,3362.35,307.08,778.19,155.401,614.95,412.67,326.4,527.45
3029,134.44,269.53,3501.08,309.84,777.05,155.251,606.8,414.2,325.5,520.18
3030,136.92,266.16,3409.49,315.32,756.69,152.423,607.8,411.39,332.1,516.93
3031,139.21,262.11,3379.25,310.56,760.2,159.371,611.67,408.65,327.6,520.02
3032,138.89,264.76,3432.53,309.06,743.29,155.587,630.1,413.81,326.2,528.08
3033,135.62,274.14,3430.53,313.59,750.28,159.327,624.12,416.19,324.8,532.98
3034,139.59,261.67,3419.43,309.64,757.85,159.566,613.56,406.04,331.3,518.99
3035,134.32,271.39,3485.17,307.35,759.12,158.225,628.91,414.86,324.2,527.03
3036,136.14,272.57,3361.86,316.48,751.75,152.782,626.87,411.63,328.7,532.3
3037,135.8,264.01,3479.93,308.12,752.76,152.358,619.81,400.34,334.8,517.09
3038,139.74,272.94,3501.98,305.77,750.12,156.326,625.85,402.42,338.4,514.91
3039,138.19,264.98,3431.72,306.92,753.72,154.9,616.63,399.58,330.2,516.34
3040,135.67,271.56,3507.82,304.41,756.1,154.759,620.066,403.98,325.2,521.45
3041,137.66,273.04,3406.06,304.93,756.77,152.173,607.636,411.83,323.8,517.67
3042,136.04,269.22,3512.91,314.7,760.57,156.235,632.967,417.31,332.5,522.09
3043,140.76,272.91,3437.72,316.37,768.89,153.408,607.834,403.72,324.6,519.06
3044,137.57,269.16,3474.31,314.31,765.6,158.104,607.908,400.93,330.9,519.59
3045,134.27,264.98,3353.06,305.38,767.12,156.813,616.016,401.94,332.6,521.18
3046,135.88,262.45,3442.35,305.59,746.99,159.028,608.473,406.34,329.2,520.77
3047,139.58,269.83,3487.07,318.04,753.16,154.427,607.165,415.83,323.4,520.22
3048,139.27,262.74,3448.7,305.83,767.9,155.558,620.357,399.12,328.6,525.22
3049,140.46,269.46,3358.73,316.89,779.33,159.257,628.105,404.3,328.0,529.47
3050,138.75,263.95,3475.15,306.08,747.31,153.157,606.948,402.44,323.0,517.36
3051,138.03,263.35,3384.26,316.95,747.98,159.091,631.195,410.54,332.1,513.73
3052,140.54,273.37,3441.25,317.55,761.28,157.938,625.692,402.86,330.2,526.97
3053,135.2,265.95,3490.87,316.13,744.34,153.126,618.755,401.54,329.3,535.26
3054,137.34,268.3,3484.26,314.74,759.46,157.61,634.022,404.14,330.4,529.35
3055,136.78,267.01,3502.06,317.82,777.62,152.777,614.867,409.35,336.3,522.81
3056,134.47,269.9,3435.8,317.67,751.39,154.726,620.057,407.39,324.3,525.86
3057,138.31,273.92,3355.77,307.39,774.8,159.613,636.176,413.2,325.3,529.21
3058,140.76,267.11,3404.34,307.63,778.63,158.628,630.008,400.26,334.8,535.1
3059,136.37,268.46,3489.6,318.77,750.84,156.788,633.273,414.11,334.3,529.77
3060,138.43,262.89,3376.94,310.87,744.38,155.192,626.702,416.01,326.5,526.17
3061,134.88,262.74,3361.82,311.44,761.71,158.78,610.986,404.81,337.4,514.55
3062,140.63,272.87,3464.02,319.27,756.27,156.412,634.975,406.72,338.5,526.62
3063,140.59,269.4,3451.27,312.84,765.35,152.519,618.687,411.28,332.5,523.48
3064,139.28,264.16,3348.19,312.28,776.5,157.858,621.68,409.64,327.7,535.3
3065,138.21,265.86,3377.18,312.91,776.64,156.383,611.549,404.05,333.7,514.64
3066,135.77,272.65,3445.64,313.82,749.01,157.906,635.052,414.59,337.7,521.72
3067,135.23,265.09,3415.1,307.16,761.2,153.666,609.349,403.22,329.3,515.43
3068,139.83,266.41,3478.44,318.88,747.72,152.435,607.944,405.29,329.9,530.82
3069,139.93,266.05,3367.88,309.82,755.85,154.963,610.007,406.25,324.0,518.23
3070,136.93,262.05,3412.89,318.57,762.17,154.553,610.858,400.51,330.5,513.19
3071,135.7,265.58,3394.39,308.61,747.29,156.751,622.82,406.27,331.9,513.89
3072,138.9,272.37,3432.5,305.93,743.67,152.894,629.99,407.69,328.6,536.13
3073,139.7,273.26,3475.4,306.94,770.36,155.401,623.76,416.58,329.2,528.81
3074,138.5,261.96,3498.8,308.72,759.34,155.072,615.39,400.31,336.1,512.79
3075,137.8,266.02,3393.6,312.7,779.25,157.315,608.08,406.08,329.2,531.43
3076,140.0,261.45,3485.2,304.92,744.48,157.574,606.78,410.68,333.3,533.45
3077,139.3,263.39,3393.7,308.59,765.41,152.29,626.48,403.91,330.4,515.25
3078,134.5,263.57,3454.4,306.73,762.92,155.999,631.71,414.07,325.0,519.15
3079,135.7,274.25,3463.2,307.12,767.94,153.604,625.1,410.03,337.3,512.43
3080,138.8,264.65,3509.4,310.98,769.8,153.781,622.44,415.37,329.9,520.24
3081,135.6,268.13,3450.9,319.15,779.79,154.76,614.75,417.19,338.4,532.56
3082,136.2,264.81,3508.1,318.17,745.08,157.84,618.67,414.43,337.9,530.97
3083,137.7,264.18,3386.5,315.74,747.09,158.61,620.28,410.51,336.5,531.19
3084,140.3,270.06,3445.4,317.77,768.16,155.23,631.43,411.63,338.2,520.81
3085,135.1,267.19,3453.5,311.56,775.68,153.25,618.29,412.76,334.2,522.17
3086,134.36,267.78,3469.0,305.75,764.9,153.29,629.79,404.59,325.7,528.26
3087,140.27,272.78,3448.0,317.95,776.52,157.65,617.44,409.43,325.0,514.65
3088,136.62,272.64,3400.0,312.22,766.99,157.5,617.03,399.0,326.0,528.1
3089,140.57,266.07,3350.0,317.88,778.06,156.18,622.9,415.32,337.0,533.36
3090,140.48,261.59,3350.0,308.41,757.64,154.82,621.0,417.84,335.7,520.41
3091,138.87,270.67,3484.0,313.13,754.66,155.43,609.91,411.8,337.5,516.03
3092,134.42,265.34,3350.0,314.15,767.39,156.73,627.15,405.92,324.4,520.04
3093,135.8,265.86,3394.0,308.57,779.49,153.92,626.83,400.41,338.4,521.75
3094,138.14,270.77,3497.0,313.33,753.16,153.99,627.02,412.63,335.5,523.37
3095,136.65,268.74,3406.0,315.13,761.94,159.55,628.07,414.27,330.2,521.23
3096,137.52,273.56,3501.0,313.5,752.56,154.83,611.97,409.75,332.5,516.1
3097,140.11,267.73,3402.0,314.23,751.33,152.59,614.07,411.85,327.5,522.39
3098,136.22,271.73,3355.0,317.8,773.67,157.84,613.8,402.35,325.5,532.16
3099,138.06,270.8,3511.0,311.05,768.88,159.48,621.79,399.56,336.4,527.57
3100,136.6,267.52,3469.0,311.62,761.14,153.11,608.16,413.31,337.4,517.76
3101,138.99,262.63,3423.0,305.53,748.73,158.49,623.52,404.89,337.4,513.76
3102,139.63,272.12,3348.0,304.43,768.6,154.77,616.98,402.21,324.5,520.7
3103,137.18,267.39,3367.0,315.99,775.71,154.32,611.92,398.63,331.4,516.23
3104,138.15,264.61,3349.0,317.44,773.51,158.89,630.44,411.91,333.6,520.83
3105,135.47,273.54,3434.0,312.13,752.06,156.97,620.29,412.29,325.3,536.94
3106,134.79,270.62,3403.0,319.4,774.58,158.46,611.97,410.82,336.8,514.44
3107,139.85,273.22,3366.0,305.94,746.27,159.63,614.67,402.21,332.1,526.52
3108,139.4,265.81,3482.0,317.92,756.27,158.76,635.17,404.35,330.8,529.02
3109,139.08,263.7,3461.0,316.28,754.17,158.91,608.67,414.13,335.4,524.82
3110,138.52,272.43,3445.0,312.15,759.8,152.47,632.52,406.39,333.3,530.86
3111,137.66,274.36,3424.34,307.57,754.12,158.6,616.93,410.2,337.9,535.75
3112,136.2,263.69,3355.58,317.45,762.06,154.18,618.89,415.93,331.4,531.2
3113,137.53,262.1,3508.85,307.18,763.76,159.39,617.57,415.52,326.7,532.13
3114,134.96,265.48,3379.79,311.8,764.12,155.77,635.4,413.83,337.7,513.48
3115,134.56,273.918,3384.85,309.83,773.54,157.57,608.14,409.6,330.0,532.94
3116,139.48,263.237,3399.96,315.21,770.41,154.69,622.34,405.6,333.8,513.58
3117,135.82,269.897,3359.03,304.54,758.53,154.79,608.07,402.18,330.1,533.61
3118,139.73,262.27,3466.52,305.26,751.79,158.76,621.25,412.36,323.6,521.4
3119,139.69,271.43,3358.33,305.85,777.31,156.32,614.69,401.65,338.1,529.82
3120,140.56,270.052,3432.92,314.18,778.47,156.15,618.94,415.86,338.2,533.71
3121,137.57,263.22,3464.3,306.53,773.7,155.28,631.36,417.04,324.3,527.3
3122,134.17,269.4,3496.5,305.47,754.27,159.59,634.49,408.87,333.1,523.89
3123,135.78,273.04,3418.02,314.26,779.0,152.73,609.56,408.93,331.0,533.11
3124,138.32,265.37,3350.99,314.68,748.67,157.54,622.92,406.53,338.2,513.8
3125,140.1,271.42,3357.7,316.8,769.74,154.38,627.83,413.57,325.7,521.52
3126,136.83,271.66,3351.26,313.29,774.53,159.74,617.6,407.1,337.8,517.84
3127,138.09,270.71,3500.99,309.66,773.38,159.05,608.79,399.47,327.9,521.92
3128,137.87,263.46,3409.89,316.21,770.78,154.11,622.73,399.73,330.6,512.57
3129,137.19,265.93,3490.1,306.32,766.58,156.82,627.16,405.49,325.8,536.87
3130,140.66,271.37,3445.0,310.7,758.828,156.63,619.42,404.19,336.8,526.97
3131,134.38,268.39,3419.0,304.4,766.889,158.36,616.49,407.2,325.7,512.76
3132,136.68,269.44,3460.0,309.4,750.253,156.48,610.09,410.85,336.9,526.35
3133,137.68,264.13,3415.0,311.3,746.744,156.45,624.13,406.28,325.7,522.97
3134,135.15,270.1,3447.0,315.3,767.003,153.22,608.34,411.08,337.8,535.92
3135,137.54,267.04,3462.0,313.9,751.807,153.18,606.97,413.5,326.4,514.88
3136,135.8,266.47,3356.0,319.2,757.693,153.33,610.88,407.11,335.2,533.96
3137,136.88,267.21,3469.0,318.4,765.588,157.24,623.18,410.7,336.0,521.42
3138,138.79,269.57,3372.0,318.6,742.787,158.67,618.26,410.7,336.3,521.5
3139,134.12,262.21,3348.0,312.5,756.507,155.07,631.8,416.5,333.2,534.41
3140,140.02,273.1,3485.79,307.0,764.865,158.62,623.3,399.59,333.0,528.28
3141,139.77,272.79,3414.05,311.9,775.851,157.48,617.67,401.72,324.3,530.98
3142,134.53,270.12,3459.36,312.9,744.02,153.71,635.04,413.36,326.9,517.72
3143,137.03,261.31,3502.07,312.1,762.179,152.5,618.43,409.41,328.1,516.25
3144,134.82,267.44,3368.38,306.1,775.561,158.8,607.98,400.81,332.6,522.39
3145,139.91,268.75,3485.59,309.8,770.003,153.56,633.47,406.36,337.6,519.26
3146,139.75,268.28,3384.69,314.2,769.388,154.25,630.06,404.22,330.0,531.61
3147,139.39,270.06,3377.98,319.1,749.468,159.12,618.81,414.42,324.6,517.64
3148,140.35,272.63,3490.76,316.2,772.124,156.54,635.21,407.59,335.0,534.92
3149,139.69,273.29,3434.45,317.5,751.68,155.08,626.62,412.66,325.8,536.09
3150,136.38,265.37,3353.15,308.2,757.908,156.54,632.71,411.3,323.2,529.44
3151,136.52,262.51,3481.25,307.2,750.14,152.91,633.39,410.49,324.2,534.45
3152,134.2,269.93,3443.37,308.0,763.29,155.26,629.32,417.61,324.9,520.56
3153,140.7,273.0,3471.96,316.2,746.98,152.41,610.8,401.95,332.6,534.7
3154,134.79,266.46,3487.07,305.3,747.35,159.72,625.42,409.77,330.0,524.66
3155,136.43,263.07,3432.2,315.6,743.31,157.96,618.2,399.67,329.3,519.95
3156,134.67,270.15,3499.22,311.6,763.43,158.33,630.85,407.79,326.2,528.98
3157,134.53,270.38,3358.3,308.3,778.1,152.5,612.95,413.98,336.7,535.9
3158,134.09,272.0,3377.56,318.2,777.3,157.51,617.13,407.33,334.6,517.26
3159,137.59,261.72,3344.8,305.9,750.1,154.41,632.97,416.68,330.3,525.85
3160,137.15,271.43,3457.06,311.9,755.6,153.57,623.99,410.28,330.8,531.71
3161,140.05,266.96,3374.82,318.0,773.3,159.51,612.31,415.66,329.86,517.07
3162,140.33,264.71,3372.32,305.2,764.0,155.73,619.62,402.09,329.29,531.64
3163,137.09,271.16,3407.66,318.1,779.0,152.75,608.44,409.19,334.18,530.7
3164,134.06,266.27,3385.42,306.4,762.4,159.01,614.69,412.43,324.56,523.39
3165,137.43,269.82,3359.15,310.1,761.0,153.44,632.42,415.39,336.52,511.46
3166,140.46,262.38,3457.68,304.9,763.56,153.38,617.88,411.37,336.1,528.81
3167,135.325,263.63,3489.86,313.4,758.1,159.11,617.3,403.76,323.75,511.61
3168,134.295,265.13,3506.18,307.3,758.2,155.25,626.75,411.63,330.79,524.64
3169,136.359,269.6,3357.66,314.4,775.8,157.57,623.55,405.58,335.67,521.21
3170,136.88,269.89,3378.3,311.7,776.1,155.64,615.92,405.99,329.97,520.27
3171,136.19,267.11,3488.66,305.9,769.2,153.62,634.161,400.31,334.64,513.09
3172,139.85,262.81,3480.35,310.9,741.5,156.38,613.276,415.32,329.65,530.19
3173,140.19,270.57,3452.2,310.6,747.34,152.49,630.036,403.24,327.95,511.66
3174,139.29,271.15,3422.32,308.43,745.54,156.66,630.638,415.27,337.01,535.39
3175,136.45,273.75,3506.66,306.28,741.91,157.9,635.912,403.83,332.92,527.26
3176,136.65,270.94,3383.33,312.09,764.48,159.52,619.135,409.56,324.4,536.59
3177,139.01,267.49,3477.37,305.12,757.0,154.22,626.762,400.77,326.01,528.95
3178,140.15,268.14,3435.25,314.42,755.73,157.0,633.892,400.19,323.05,512.34
3179,139.82,267.38,3503.55,308.14,766.61,158.26,628.313,400.79,335.91,530.54
3180,138.84,261.57,3469.88,304.63,755.14,157.72,622.131,409.35,338.34,527.37
3181,137.65,262.38,3418.11,318.21,749.93,155.13,619.835,413.41,323.44,532.67
3182,138.53,269.82,3409.85,308.6,741.79,158.2,622.635,406.76,326.23,512.8
3183,137.39,267.067,3394.02,309.43,765.6,156.31,620.561,398.87,323.26,531.43
3184,138.98,269.388,3359.67,317.7,744.19,157.25,606.971,399.95,331.92,514.94
3185,135.97,269.798,3428.08,306.75,767.26,152.75,624.829,413.06,334.34,516.82
3186,135.49,262.633,3360.17,316.94,758.73,154.56,606.878,405.36,333.64,533.24
3187,137.63,265.206,3402.96,308.15,756.87,157.9,615.469,399.14,323.62,520.02
3188,140.15,264.724,3430.66,314.16,755.58,155.22,611.693,404.62,326.55,536.36
3189,139.38,265.054,3471.81,313.57,754.15,152.47,612.873,399.43,326.85,525.64
3190,134.8,263.024,3375.27,304.36,761.81,158.83,628.042,398.51,332.17,518.88
3191,137.66,265.836,3350.22,304.25,773.79,153.91,618.3,406.77,323.2,531.27
3192,134.74,273.192,3478.08,304.25,760.9,157.63,606.5,400.11,324.69,531.85
3193,140.21,272.351,3368.06,312.43,761.92,152.66,609.9,407.05,335.82,531.38
3194,135.41,270.411,3427.09,305.52,757.61,152.42,634.1,406.35,323.13,533.86
3195,134.66,265.568,3484.15,308.91,776.16,154.56,631.0,406.32,328.18,512.26
3196,134.43,265.174,3381.55,314.13,754.41,158.61,621.9,416.4,330.44,529.34
3197,137.09,272.196,3460.19,306.42,761.57,156.33,622.0,407.4,337.92,524.72
3198,134.2,273.78,3470.26,314.05,760.48,158.22,632.2,415.52,327.28,517.05
3199,136.59,273.827,3363.94,317.04,742.5,154.55,622.7,404.57,336.28,523.06
3200,139.15,265.659,3397.21,312.27,749.38,153.03,610.2,404.27,334.27,520.93
3201,136.38,264.081,3508.45,308.33,772.77,158.48,611.11,417.05,330.76,532.8
3202,139.57,267.053,3416.71,316.11,756.82,153.29,623.33,411.19,326.94,519.64
3203,139.63,262.176,3406.32,314.48,775.35,158.65,629.31,411.13,327.22,526.67
3204,134.29,269.242,3491.49,311.34,763.69,156.72,611.03,404.23,327.89,526.61
3205,139.98,262.626,3359.56,312.2,758.74,156.81,617.93,399.31,329.33,528.4
3206,139.52,262.198,3470.05,312.43,755.07,155.17,621.18,398.84,336.13,518.93
3207,137.43,273.435,3456.54,310.25,748.33,157.89,631.57,407.54,332.69,518.31
3208,135.04,269.729,3408.25,314.02,766.13,154.21,614.27,400.85,323.54,533.73
3209,136.6,272.54,3474.02,309.66,745.66,154.38,624.99,407.27,338.32,531.99
3210,138.6,273.85,3365.43,317.19,758.22,153.28,610.54,416.71,332.04,531.42
3211,134.36,267.42,3487.12,310.78,774.15,158.98,615.06,408.19,326.41,535.91
3212,140.28,269.38,3384.77,307.31,766.33,152.55,607.76,415.2,323.89,523.35
3213,136.07,273.27,3416.78,316.5,769.29,152.52,617.71,407.75,323.52,513.85
3214,136.63,272.26,3406.23,312.9,759.74,156.09,606.43,401.84,328.66,530.92
3215,134.31,265.77,3392.2,305.59,757.35,157.47,608.04,399.71,333.02,534.54
3216,139.09,269.14,3465.11,311.34,757.73,157.89,617.39,400.31,336.37,519.39
3217,140.54,268.66,3451.11,308.19,766.78,152.85,606.0,398.83,327.61,514.35
3218,140.06,261.95,3499.58,315.98,749.5,159.57,606.91,398.39,329.48,519.88
3219,134.28,261.81,3498.64,318.51,743.25,155.2,634.87,399.73,334.71,521.21
3220,136.59,264.12,3420.73,318.69,774.95,152.76,620.65,398.06,325.24,530.2
3221,135.28,264.35,3345.81,313.5,752.36,155.42,608.69,413.09,326.34,521.47
3222,140.32,261.28,3392.21,316.18,751.53,157.98,631.3,408.91,336.32,513.65
3223,136.36,262.0,3358.39,315.16,750.91,154.72,628.57,411.97,331.09,520.18
3224,139.17,263.43,3377.62,313.33,758.64,157.92,617.58,414.76,325.23,524.94
3225,137.73,266.76,3450.35,312.98,742.15,152.47,608.95,404.06,334.5,523.11
3226,137.02,268.86,3422.78,304.4,747.89,157.47,613.5,401.09,331.37,513.96
3227,138.55,265.02,3474.74,313.64,756.13,153.79,610.68,402.66,335.57,530.41
3228,134.88,265.33,3429.54,307.9,742.65,153.01,618.58,409.68,322.93,523.13
3229,135.43,271.58,3454.39,306.46,746.35,152.85,622.02,415.12,331.78,535.55
3230,137.27,265.15,3347.26,310.37,754.91,159.67,630.48,399.48,334.33,527.12
3231,134.29,262.03,3386.57,309.02,744.28,155.21,621.87,416.81,333.33,513.21
3232,137.94,271.56,3488.22,311.07,761.55,157.47,631.06,402.78,336.46,531.53
3233,140.6,263.62,3361.14,306.78,760.92,156.4,623.68,417.4,332.66,517.62
3234,139.23,262.57,3401.62,314.89,756.42,153.37,625.38,407.02,325.12,518.4
3235,136.59,264.96,3484.42,313.11,764.03,158.65,631.84,417.92,325.81,519.78
3236,134.04,264.583,3441.83,308.95,761.57,154.22,636.25,414.43,334.81,530.33
3237,139.88,271.913,3411.67,313.74,772.41,157.35,610.55,400.81,337.51,522.95
3238,135.17,267.678,3396.39,317.62,755.39,153.08,611.83,409.05,324.28,528.04
3239,137.12,271.0,3391.0,306.79,766.87,153.59,632.88,405.1,325.22,512.2
3240,136.3,267.5,3350.0,304.63,766.44,156.1,618.57,400.93,336.16,517.52
3241,136.52,263.5,3449.0,316.89,776.84,159.48,606.78,409.65,323.62,517.74
3242,136.71,268.1,3361.0,311.49,753.31,152.49,613.67,409.41,330.86,536.63
3243,135.43,269.3,3400.0,312.65,742.13,158.43,627.4,400.7,328.41,513.61
3244,136.1,266.0,3410.0,312.46,771.43,159.73,622.17,407.92,331.29,529.01
3245,136.9,265.2,3466.0,316.71,741.88,153.28,635.64,398.63,328.81,530.33
3246,140.61,272.55,3395.0,304.6,748.61,158.83,633.63,410.35,336.26,528.57
3247,138.96,270.28,3389.0,310.79,776.47,152.89,623.55,409.35,334.04,513.03
3248,138.31,265.73,3461.0,307.26,753.91,157.9,622.94,399.8,334.79,525.45
3249,134.37,263.17,3460.0,316.16,774.55,153.21,634.43,406.07,328.65,529.03
3250,137.98,272.53,3376.0,315.71,756.08,152.32,634.93,411.41,331.1,526.28
3251,138.35,261.78,3443.0,314.1,744.04,156.93,634.65,412.36,333.17,517.93
3252,135.57,273.85,3476.0,307.44,762.34,156.05,630.03,413.38,327.44,529.59
3253,134.55,262.43,3377.06,308.03,741.87,157.75,610.38,413.11,333.63,517.34
3254,135.1,268.58,3472.09,313.1,765.81,157.8,622.78,408.17,329.02,513.23
3255,137.27,265.54,3379.91,308.9,749.26,158.77,614.85,398.69,328.53,536.14
3256,136.34,269.47,3379.0,311.51,774.62,152.33,625.71,408.49,336.84,511.41
3257,135.49,267.3,3422.16,315.15,759.28,155.28,613.47,406.41,335.04,520.98
3258,135.81,268.03,3421.64,306.6,759.71,154.7,618.58,407.46,324.84,519.21
3259,138.2,273.27,3450.95,313.93,765.17,155.74,624.12,404.47,327.17,513.64
3260,135.24,267.7,3472.77,315.46,761.86,153.26,610.25,416.14,333.7,515.89
3261,138.36,264.17,3369.85,312.63,745.893,154.11,616.33,402.99,338.15,524.31
3262,134.7,268.32,3414.28,315.84,757.288,157.18,632.22,405.45,337.03,530.66
3263,137.42,270.12,3490.11,310.89,756.83,157.184,611.34,406.77,324.2,530.32
3264,134.77,272.74,3373.39,314.3,769.45,153.241,625.56,401.26,332.35,511.85
3265,138.96,266.97,3422.57,311.48,761.41,152.75,615.45,404.05,328.17,530.58
3266,136.79,264.18,3397.63,311.93,778.15,157.805,611.68,401.72,330.16,530.45
3267,138.28,270.46,3475.56,315.85,775.9,154.14,618.98,414.79,325.47,512.32
3268,138.7,271.41,3432.76,307.16,743.7,159.52,628.26,407.51,332.46,514.25
3269,136.68,267.33,3488.07,307.97,771.2,152.82,611.65,398.74,336.24,518.18
3270,138.28,261.25,3471.14,316.39,741.9,156.66,630.91,412.88,337.2,512.21
3271,136.2,266.87,3454.778,314.82,742.4,154.73,617.28,412.23,336.05,531.76
3272,137.87,267.33,3345.497,309.37,759.72,155.83,618.79,414.26,324.77,514.29
3273,134.22,266.39,3356.771,307.56,752.75,152.83,628.79,404.76,333.05,535.78
3274,134.41,270.27,3378.414,309.14,760.78,154.97,618.37,398.73,326.84,526.68
3275,139.49,265.65,3498.188,312.64,759.35,158.83,632.33,417.06,325.25,518.95
3276,135.8,264.72,3349.235,314.15,765.48,152.18,633.85,410.58,333.08,524.92
3277,139.97,265.3,3466.537,316.31,768.24,158.25,619.79,409.86,326.94,535.03
3278,137.085,273.51,3506.367,311.72,742.03,153.38,615.67,402.85,323.24,522.93
3279,134.355,268.59,3370.336,317.25,772.15,159.48,629.9,403.48,328.96,530.4
3280,139.871,265.1,3382.488,310.45,744.66,156.37,615.52,412.84,336.53,524.18
3281,137.819,267.54,3436.579,309.12,747.32,158.54,618.92,401.91,333.26,521.46
